school_id,school_name,district,block,total_enrolled,has_electricity,has_drinking_water,has_separate_girls_toilet,has_boys_toilet,mdm_served_status,mdm_grain_procured_kg,mdm_grain_unit_raw,avg_student_attendance_pct,avg_test_score,reported_dropout_rate_pct,mdm_grain_procured_raw,proxy_attendance_flag,infrastructure_score,welfare_efficacy_index,retention_risk_level,priority_action
SCH-1428,Model Primary School 428,Central Zila,Block Gamma,204,True,False,False,True,False,710.0,qtl,94.4,65.8,9.3,7.1,False,45.0,46.3,HIGH,District Officer Advisory
SCH-1429,Sarvodaya Kanya School 429,Lake Plateau,Block Beta,658,True,False,False,True,True,1780.6,kg,44.2,26.6,17.9,1780.6,False,45.0,61.3,HIGH,District Officer Advisory
SCH-1430,Adarsh Vidyalaya 430,North Valley,Block Gamma,136,False,True,True,False,True,2778.2,kg,83.0,78.5,19.4,2778.2,False,55.0,76.9,HIGH,District Officer Advisory
SCH-1431,Sarvodaya Kanya School 431,West Plain,Block Beta,582,False,False,False,True,True,1391.5,kg,50.0,48.5,9.0,1391.5,False,15.0,51.0,HIGH,District Officer Advisory
SCH-1432,Zila Parishad School 432,Central Zila,Block Alpha,300,True,False,True,False,False,740.0,qtl,81.3,51.1,23.6,7.4,False,55.0,46.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1433,Model Primary School 433,South Hill,Block Gamma,566,True,False,True,False,False,220.0,quintals,76.5,54.1,16.5,2.2,False,55.0,45.0,HIGH,District Officer Advisory
SCH-1434,Model Primary School 434,South Hill,Block Delta,376,True,False,True,False,False,1830.0,qtl,82.0,34.7,9.5,18.3,False,55.0,46.6,MEDIUM,Standard Monitoring
SCH-1435,Zila Parishad School 435,North Valley,Block Gamma,507,True,False,True,True,True,590.0,quintals,57.0,72.0,16.9,5.9,False,70.0,75.1,HIGH,District Officer Advisory
SCH-1436,Adarsh Vidyalaya 436,Lake Plateau,Block Delta,202,False,True,True,False,True,1060.0,quintal,73.4,54.0,19.9,10.6,False,55.0,74.0,HIGH,District Officer Advisory
SCH-1437,Govt High School 437,East Coast,Block Gamma,509,True,False,True,False,False,2310.0,ton,46.1,73.2,17.4,2.31,False,55.0,35.8,HIGH,District Officer Advisory
SCH-1438,Adarsh Vidyalaya 438,East Coast,Block Gamma,357,True,True,True,False,True,2110.0,ton,86.5,57.6,11.4,2.11,False,85.0,90.0,MEDIUM,Standard Monitoring
SCH-1439,Adarsh Vidyalaya 439,South Hill,Block Alpha,303,True,True,True,True,True,2480.0,ton,93.4,69.2,22.8,2.48,False,100.0,98.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1440,Govt High School 440,North Valley,Block Beta,97,False,False,False,True,False,2896.2,kg,100.0,12.5,26.0,2896.2,True,15.0,36.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1441,Govt High School 441,South Hill,Block Beta,225,True,True,False,True,True,3437.7,kg,64.9,26.2,14.3,3437.7,False,75.0,79.5,HIGH,District Officer Advisory
SCH-1442,Model Primary School 442,North Valley,Block Alpha,605,False,True,False,True,False,420.0,quintals,78.0,83.0,6.9,4.2,False,45.0,41.4,HIGH,District Officer Advisory
SCH-1443,Model Primary School 443,Lake Plateau,Block Gamma,109,True,True,True,False,False,1360.0,qtl,88.2,56.8,3.3,13.6,False,85.0,60.5,LOW,Routine Maintenance
SCH-1444,Govt High School 444,Central Zila,Block Beta,276,False,True,True,True,True,3250.0,quintals,91.7,69.0,6.4,32.5,False,70.0,85.5,MEDIUM,Standard Monitoring
SCH-1445,Govt High School 445,South Hill,Block Gamma,468,False,True,True,True,False,2710.0,quintals,59.0,56.2,11.1,27.1,False,70.0,45.7,HIGH,District Officer Advisory
SCH-1446,Govt High School 446,North Valley,Block Gamma,585,True,False,False,False,False,1229.6,kg,94.7,43.3,24.2,1229.6,False,30.0,40.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1447,Govt High School 447,West Plain,Block Gamma,263,True,True,False,True,True,1645.6,kilograms,77.6,34.0,12.1,1645.6,False,75.0,83.3,HIGH,District Officer Advisory
SCH-1448,Govt High School 448,Lake Plateau,Block Beta,146,False,True,False,True,False,3470.0,quintal,48.6,42.5,20.4,34.7,False,45.0,32.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1449,Adarsh Vidyalaya 449,Lake Plateau,Block Delta,444,False,True,False,False,False,1120.0,ton,83.5,40.8,14.7,1.12,False,30.0,37.0,HIGH,District Officer Advisory
SCH-1450,Model Primary School 450,North Valley,Block Alpha,134,True,False,True,True,True,2195.1,kilograms,59.7,72.9,19.0,2195.1,False,70.0,75.9,HIGH,District Officer Advisory
SCH-1451,Zila Parishad School 451,West Plain,Block Beta,380,True,False,False,True,False,1330.0,ton,88.4,27.0,12.9,1.33,False,45.0,44.5,HIGH,District Officer Advisory
SCH-1452,Zila Parishad School 452,West Plain,Block Gamma,465,False,False,True,True,True,2380.0,ton,84.1,52.1,9.8,2.38,False,40.0,71.2,HIGH,District Officer Advisory
SCH-1453,Govt High School 453,Central Zila,Block Delta,647,True,True,False,False,False,3020.0,ton,69.4,86.2,17.8,3.02,False,60.0,44.8,HIGH,District Officer Advisory
SCH-1454,Adarsh Vidyalaya 454,East Coast,Block Alpha,108,False,True,True,False,False,2650.0,quintal,43.5,31.1,10.6,26.5,False,55.0,35.0,HIGH,District Officer Advisory
SCH-1455,Adarsh Vidyalaya 455,North Valley,Block Beta,333,True,True,False,False,True,416.2,kg,58.0,45.5,13.7,416.2,False,60.0,71.4,HIGH,District Officer Advisory
SCH-1456,Sarvodaya Kanya School 456,Central Zila,Block Delta,353,True,True,False,False,True,1450.0,qtl,63.1,31.3,19.4,14.5,False,60.0,72.9,HIGH,District Officer Advisory
SCH-1457,Sarvodaya Kanya School 457,Lake Plateau,Block Gamma,250,False,False,False,False,True,2297.0,kilograms,94.6,78.6,7.2,2297.0,False,0.0,58.4,HIGH,District Officer Advisory
SCH-1458,Adarsh Vidyalaya 458,Central Zila,Block Delta,311,False,True,True,True,False,2150.0,quintals,56.8,51.9,10.7,21.5,False,70.0,45.0,HIGH,District Officer Advisory
SCH-1459,Adarsh Vidyalaya 459,Central Zila,Block Gamma,523,True,True,False,True,False,1029.2,kilograms,69.8,80.5,18.1,1029.2,False,75.0,50.9,HIGH,District Officer Advisory
SCH-1460,Model Primary School 460,Central Zila,Block Delta,298,True,True,False,False,True,2870.0,ton,88.0,70.8,3.1,2.87,False,60.0,80.4,MEDIUM,Standard Monitoring
SCH-1461,Zila Parishad School 461,South Hill,Block Beta,234,True,True,False,False,False,3040.0,qtl,91.2,41.8,9.1,30.4,False,60.0,51.4,MEDIUM,Standard Monitoring
SCH-1462,Sarvodaya Kanya School 462,South Hill,Block Delta,324,True,True,True,True,True,2930.0,quintal,67.1,65.8,2.5,29.3,False,100.0,90.1,LOW,Routine Maintenance
SCH-1463,Model Primary School 463,North Valley,Block Gamma,364,True,True,True,True,True,1803.3,kg,43.0,62.9,24.5,1803.3,False,100.0,82.9,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1464,Zila Parishad School 464,East Coast,Block Alpha,486,True,True,True,True,False,1850.8,kg,48.5,73.8,15.4,1850.8,False,100.0,54.6,HIGH,District Officer Advisory
SCH-1465,Govt High School 465,South Hill,Block Epsilon,205,False,False,False,True,False,2670.0,quintal,54.7,36.0,27.2,26.7,False,15.0,22.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1466,Adarsh Vidyalaya 466,Central Zila,Block Alpha,582,True,False,True,True,False,1600.0,ton,78.9,84.0,11.1,1.6,False,70.0,51.7,MEDIUM,Standard Monitoring
SCH-1467,Adarsh Vidyalaya 467,North Valley,Block Epsilon,115,True,True,True,True,True,1034.8,kg,62.8,81.9,19.7,1034.8,False,100.0,88.8,HIGH,District Officer Advisory
SCH-1468,Model Primary School 468,West Plain,Block Delta,88,False,False,False,True,True,890.0,qtl,90.1,80.4,21.8,8.9,False,15.0,63.0,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1469,Govt High School 469,East Coast,Block Alpha,583,False,True,False,False,True,3093.3,kilograms,86.3,56.9,10.8,3093.3,False,30.0,67.9,HIGH,District Officer Advisory
SCH-1470,Sarvodaya Kanya School 470,Lake Plateau,Block Gamma,544,True,True,True,True,True,2279.5,kg,84.7,50.2,18.1,2279.5,False,100.0,95.4,HIGH,District Officer Advisory
SCH-1471,Govt High School 471,North Valley,Block Beta,335,True,True,True,True,False,1554.0,kg,92.7,33.4,6.1,1554.0,False,100.0,67.8,MEDIUM,Standard Monitoring
SCH-1472,Adarsh Vidyalaya 472,East Coast,Block Beta,166,False,False,True,False,False,3120.0,quintal,54.1,65.8,18.1,31.2,False,25.0,26.2,HIGH,District Officer Advisory
SCH-1473,Zila Parishad School 473,South Hill,Block Gamma,252,True,False,False,False,False,690.0,qtl,93.7,25.9,15.4,6.9,False,30.0,40.1,HIGH,District Officer Advisory
SCH-1474,Zila Parishad School 474,Lake Plateau,Block Delta,201,True,True,True,True,False,2660.0,qtl,62.6,38.6,23.3,26.6,False,100.0,58.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1475,Model Primary School 475,West Plain,Block Beta,498,True,True,False,False,True,1690.0,ton,55.4,30.4,13.9,1.69,False,60.0,70.6,HIGH,District Officer Advisory
SCH-1476,Zila Parishad School 476,Lake Plateau,Block Beta,472,True,False,True,False,False,510.0,quintals,45.2,82.2,27.9,5.1,False,55.0,35.6,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1477,Sarvodaya Kanya School 477,Lake Plateau,Block Alpha,85,False,True,False,False,False,2415.2,kilograms,49.0,36.3,6.0,2415.2,False,30.0,26.7,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1478,Adarsh Vidyalaya 478,West Plain,Block Beta,171,False,True,True,False,True,590.0,qtl,44.4,79.9,23.6,5.9,False,55.0,65.3,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1479,Zila Parishad School 479,East Coast,Block Gamma,707,False,True,False,False,True,2630.0,qtl,68.5,83.1,18.4,26.3,False,30.0,62.6,HIGH,District Officer Advisory
SCH-1480,Model Primary School 480,South Hill,Block Alpha,315,True,True,False,False,True,1741.5,kg,48.3,52.8,27.7,1741.5,False,60.0,68.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1481,Zila Parishad School 481,West Plain,Block Alpha,231,True,False,True,True,False,2955.3,kg,82.5,66.8,7.1,2955.3,False,70.0,52.8,MEDIUM,Standard Monitoring
SCH-1482,Govt High School 482,Central Zila,Block Epsilon,264,False,True,True,False,True,3130.0,quintals,43.4,49.8,17.1,31.3,False,55.0,65.0,HIGH,District Officer Advisory
SCH-1483,Adarsh Vidyalaya 483,South Hill,Block Alpha,163,False,True,True,False,False,3352.2,kg,74.1,86.1,18.9,3352.2,False,55.0,44.2,HIGH,District Officer Advisory
SCH-1484,Adarsh Vidyalaya 484,Lake Plateau,Block Epsilon,212,True,True,True,False,False,380.0,quintal,45.8,50.1,6.2,3.8,False,85.0,47.7,HIGH,District Officer Advisory
SCH-1485,Zila Parishad School 485,North Valley,Block Alpha,293,True,False,False,False,True,3350.0,quintal,50.3,71.4,25.9,33.5,False,30.0,57.1,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1486,Sarvodaya Kanya School 486,South Hill,Block Gamma,178,False,True,True,False,False,1772.3,kilograms,72.4,76.1,17.8,1772.3,False,55.0,43.7,HIGH,District Officer Advisory
SCH-1487,Zila Parishad School 487,North Valley,Block Alpha,605,False,False,True,True,True,2555.0,kg,92.3,30.3,13.9,2555.0,False,40.0,73.7,HIGH,District Officer Advisory
SCH-1488,Zila Parishad School 488,East Coast,Block Beta,210,True,False,True,True,False,2080.0,qtl,71.8,57.2,12.4,20.8,False,70.0,49.5,HIGH,District Officer Advisory
SCH-1489,Sarvodaya Kanya School 489,East Coast,Block Gamma,340,False,True,True,True,True,2383.2,kg,51.7,30.2,24.7,2383.2,False,70.0,73.5,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1490,Sarvodaya Kanya School 490,Lake Plateau,Block Delta,540,False,False,False,True,True,458.1,kg,95.0,52.3,2.0,458.1,False,15.0,64.5,HIGH,District Officer Advisory
SCH-1491,Govt High School 491,South Hill,Block Delta,551,True,False,True,True,False,1806.2,kg,75.4,67.4,19.8,1806.2,False,70.0,50.6,HIGH,District Officer Advisory
SCH-1492,Adarsh Vidyalaya 492,North Valley,Block Beta,218,True,True,True,True,True,3034.7,kg,53.3,52.5,18.1,3034.7,False,100.0,86.0,HIGH,District Officer Advisory
SCH-1493,Model Primary School 493,North Valley,Block Gamma,554,True,False,False,True,True,3178.0,kg,81.9,26.2,13.4,3178.0,False,45.0,72.6,HIGH,District Officer Advisory
SCH-1494,Adarsh Vidyalaya 494,Central Zila,Block Delta,132,False,True,True,True,True,3432.3,kilograms,87.8,59.9,9.2,3432.3,False,70.0,84.3,MEDIUM,Standard Monitoring
SCH-1495,Zila Parishad School 495,Central Zila,Block Epsilon,706,True,False,True,True,True,260.0,ton,73.1,65.8,25.1,0.26,False,70.0,79.9,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1496,Sarvodaya Kanya School 496,Lake Plateau,Block Gamma,539,True,False,True,True,False,834.3,kg,60.6,82.3,10.5,834.3,False,70.0,46.2,HIGH,District Officer Advisory
SCH-1497,Zila Parishad School 497,South Hill,Block Gamma,479,False,True,True,True,False,1760.0,quintal,94.4,68.5,3.8,17.6,False,70.0,56.3,MEDIUM,Standard Monitoring
SCH-1498,Model Primary School 498,South Hill,Block Beta,700,False,True,False,False,False,891.1,kg,44.5,80.5,11.0,891.1,False,30.0,25.4,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1499,Sarvodaya Kanya School 499,North Valley,Block Alpha,425,False,True,False,True,True,940.0,ton,55.9,27.9,24.8,0.94,False,45.0,64.8,CRITICAL,Urgent Infrastructure & Welfare Taskforce
SCH-1500,Model Primary School 500,Lake Plateau,Block Epsilon,698,True,True,True,True,False,1710.0,quintal,87.4,31.7,17.7,17.1,False,100.0,66.2,HIGH,District Officer Advisory
